,artistName,trackName,artist_uri,album_uri,track_uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2923,Bloc Party,Flux,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,spotify:album:5qGqM14bpZCa1qQ7jt5W7R,spotify:track:3V4LTMmu764I724y0ToD2d,0.000408,0.392,215720.0,0.954,0.00097,1.0,0.0653,-4.097,0.0,0.372,76.05,4.0,0.224
2924,Bastille,Things We Lost In The Fire,spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc,spotify:album:5G6oMu9zNW2acdV0lqzI3L,spotify:track:6qOxF7JKKNegcuocn14ukr,0.0636,0.587,240747.0,0.918,0.0,4.0,0.267,-4.878,0.0,0.0581,134.055,4.0,0.629
2926,Scissor Sisters,Only The Horses,spotify:artist:3Y10boYzeuFCJ4Qgp53w6o,spotify:album:6faVWxlBIWbGwPVg8hofMc,spotify:track:7l6uGTWoucLoA5V6KEZZ8w,0.00266,0.672,218893.0,0.814,2.31e-05,1.0,0.092,-3.151,1.0,0.0399,126.036,4.0,0.874
2927,Scissor Sisters,Lets Have A Kiki,spotify:artist:3Y10boYzeuFCJ4Qgp53w6o,spotify:album:2P12s0AcooZGvM6mfgeuw3,spotify:track:154Ada4WZXskIMnsKiy26u,0.106,0.796,230166.0,0.836,0.00167,9.0,0.0684,-6.632,0.0,0.0754,124.03,4.0,0.862
2928,Scissor Sisters,The Secret Life Of Letters,spotify:artist:3Y10boYzeuFCJ4Qgp53w6o,spotify:album:2P12s0AcooZGvM6mfgeuw3,spotify:track:6JYcSSwZ1zJGHQ2MjAOvbB,0.657,0.376,228326.0,0.451,0.000699,3.0,0.0725,-10.032,1.0,0.0316,131.279,3.0,0.149
2934,Space 92,The Game,spotify:artist:6TVdVlY6irsNPkMHT2HkfD,spotify:album:680SeRLyxi00pK4tLiKGPj,spotify:track:2ULBxi4DNecLbc9u9qUuFc,0.0344,0.764,407436.0,0.954,0.845,7.0,0.102,-5.664,1.0,0.0588,131.989,4.0,0.317
2938,Layton Giordani,Hyper World,spotify:artist:7mC3RkNNTV6p2j9w4F8Ip4,spotify:album:6nTcvtlqDsKYRdBI87nZAK,spotify:track:5k5TtPbBNyTy5F7o0TqKVP,0.00243,0.745,385191.0,0.832,0.901,7.0,0.11,-6.217,1.0,0.0728,131.023,4.0,0.0806
2939,Lane 8,Riptide,spotify:artist:27gtK7m9vYwCyJ04zz0kIb,spotify:album:1fY8TWeIEA2EXH24sT9RJn,spotify:track:7yT31cuPzcqkE2BJV4Fusx,0.00277,0.553,350323.0,0.972,0.856,5.0,0.133,-7.212,0.0,0.0559,124.013,4.0,0.128
2941,PlayaPhonk,PHONKY TOWN,spotify:artist:1SwmXTElW9TlkK2Rydgb4D,spotify:album:1TphjjWjHo2s2nFeZWrThI,spotify:track:5mnpMkzp3Z2RCCbwIEZCbv,0.363,0.805,141343.0,0.816,0.826,1.0,0.121,-4.685,1.0,0.346,124.966,4.0,0.338
2942,Dutch Disorder,Heroine,spotify:artist:134MabV7tKukLyF9Xagk8A,spotify:album:3BTiGQ2JLPTsmbpu58GnnZ,spotify:track:6N2rMGXBhNZ6slxJcp1E7z,0.0286,0.693,181255.0,0.916,0.666,1.0,0.301,-3.569,0.0,0.113,144.044,4.0,0.723
2945,Mula B,Faktap Broeder,spotify:artist:6zEaCvF0CqEHs7kFyBkLHi,spotify:album:6KotzWcnJmvKGEdie0WcMz,spotify:track:1o4KyE2s02MCTwrbjp1IGq,0.372,0.789,177561.0,0.79,8.59e-05,8.0,0.103,-4.776,0.0,0.108,122.9,4.0,0.733
2946,Feder,Call Me Papi (feat. Dawty Music),spotify:artist:5KnoVkIUGmK0PiDKMjz2LM,spotify:album:55BZcxEj7gn6yx7WIxZJgx,spotify:track:0FXEr1tdiBcLsnLSG8ol2l,0.0493,0.868,140631.0,0.634,0.000383,4.0,0.085,-6.122,0.0,0.212,120.949,4.0,0.352
2947,Disco Pirates,Bongo Cha Cha Cha 2021 Remix,spotify:artist:5R6LB7irsiGQawewGJNaMA,spotify:album:7LXxooqEH0Y04FBcLadvK4,spotify:track:6CSjlOI2Q8LMK29ELz8Ykg,0.0985,0.634,143158.0,0.944,0.00578,5.0,0.0848,-6.0,0.0,0.0366,126.038,4.0,0.964
2949,Shouse,Love Tonight Edit,spotify:artist:2TcGJdSOiOvITBzhvfX8XB,spotify:album:2HYufzr6XUqSurRZdY0D9w,spotify:track:2prnn41CblB8B4yWACDljP,0.015,0.621,158095.0,0.989,0.357,10.0,0.184,-4.225,0.0,0.0434,126.002,4.0,0.0348
2950,Alyssa & Gia,Remember Me,spotify:artist:5w3B8Yivj5m2bgDixId20g,spotify:album:0zyd2m2qb2KlMVkaNfNY2V,spotify:track:0NTcTTh2Q9qAMCvgob3LvB,0.153,0.734,136957.0,0.904,0.012,8.0,0.207,-4.993,0.0,0.0552,115.091,4.0,0.483
2951,Dubdogz,Infinity Dubdogz Bhaskar Edit,spotify:artist:4cdyqaBREB68H77QKCrKP1,spotify:album:2NWFwa4mXzXgFHMc0VGiQG,spotify:track:4ekDggjElGJX9kNSOtnbVf,0.00412,0.723,196000.0,0.57,0.00183,9.0,0.0862,-8.589,0.0,0.0429,123.979,4.0,0.575
2957,Paul Kalkbrenner,Part Fourteen,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:47ocREpAaYK0DZHlD9vLCx,spotify:track:76Rjs9JHIRY6HdCQ8r87Jz,0.602,0.663,288280.0,0.622,0.843,5.0,0.109,-12.104,0.0,0.0518,129.008,4.0,0.383
2958,Paul Kalkbrenner,Part Six,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:0Tu8AtBmThXViuxhs1Fc6b,spotify:track:4mz5sOi3htRQVIz5V067OH,0.719,0.65,232840.0,0.54,0.634,9.0,0.118,-11.3,1.0,0.0321,130.024,4.0,0.196
2959,Paul Kalkbrenner,Azure,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:3dunJ0uhRdQJNqKWdqAeqe,spotify:track:2VnlJCQMphFJUyYR5p7da2,0.124,0.73,364059.0,0.504,0.882,4.0,0.107,-13.915,1.0,0.0477,122.013,4.0,0.0936
2960,Paul Kalkbrenner,Gebrünn Gebrünn,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:0gN3XaspsZNN6QS1pQQpkb,spotify:track:47X4O5S1uOHv7crhB7XeEY,0.00626,0.718,455373.0,0.8,0.835,2.0,0.104,-9.502,0.0,0.0405,130.006,4.0,0.491
2961,Paul Kalkbrenner,A Million Days,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:2ujt9WEAr3yiAMtQHHkyC4,spotify:track:5LgbUVBWFIqJAWWfHRgmtT,0.0709,0.762,407107.0,0.28,0.0791,0.0,0.106,-13.841,1.0,0.0371,124.5,4.0,0.251
2962,Paul Kalkbrenner,Graf Zahl,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:4q2KNOVojE0HcBNrjdk8RW,spotify:track:33R7eq2Yqrhjz7eP6XhCsy,0.569,0.677,332870.0,0.431,0.87,1.0,0.111,-14.526,0.0,0.0504,128.024,4.0,0.477
2963,Paul Kalkbrenner,Part Eleven,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:47ocREpAaYK0DZHlD9vLCx,spotify:track:6MI7XPygeiQlQ4lN9I2b5X,0.268,0.603,205347.0,0.535,0.792,9.0,0.175,-11.26,0.0,0.0339,132.04,4.0,0.225
2964,Paul Kalkbrenner,Sky and Sand,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:3dunJ0uhRdQJNqKWdqAeqe,spotify:track:4IsHMzDbRE8q5Z4ALsQj3o,0.6,0.791,230500.0,0.329,0.863,10.0,0.193,-12.906,0.0,0.0592,127.021,4.0,0.526
2965,Leonard Cohen,You Want It Darker Paul Kalkbrenner Remix,spotify:artist:5l8VQNuIg0turYE1VtM9zV,spotify:album:3UB8YB9qOAE4UcRVUlJdkn,spotify:track:7m7fvKgy2HBrVYXTZzupNt,0.0933,0.733,432085.0,0.717,0.194,4.0,0.0958,-7.819,0.0,0.0715,124.003,4.0,0.294
2966,Paul Kalkbrenner,Tone Timber,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:2ujt9WEAr3yiAMtQHHkyC4,spotify:track:7oDjlJvsj9bx2tOtlhYGaO,0.00518,0.764,325227.0,0.375,0.766,2.0,0.115,-13.238,1.0,0.0632,125.511,4.0,0.466
2967,Paul Kalkbrenner,Aaron,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:3dunJ0uhRdQJNqKWdqAeqe,spotify:track:2p6LQRALG9o3qKq8gOWX9f,0.0755,0.723,353814.0,0.387,0.861,5.0,0.0818,-12.039,0.0,0.279,111.98,4.0,0.133
2968,Paul Kalkbrenner,Plätscher,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:7GOYKHSRNM9IHRqUyh2i9L,spotify:track:2VrOoFaMXJMMPMuQD5OJdB,0.179,0.667,253000.0,0.517,0.844,6.0,0.336,-13.353,0.0,0.0492,124.0,4.0,0.827
2969,Paul Kalkbrenner,Böxig leise,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:2SZdDyJaFJ23SjIC3ysuDz,spotify:track:2IZdcwQPUj99UDROhTY4D4,0.304,0.773,330013.0,0.355,0.732,1.0,0.0692,-14.038,1.0,0.0414,112.007,4.0,0.519
2970,Paul Kalkbrenner,Jestrüpp,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:2SZdDyJaFJ23SjIC3ysuDz,spotify:track:2v3VoI8sBtgQaS6ZYec9Xw,0.00417,0.81,432493.0,0.468,0.912,2.0,0.0695,-11.432,0.0,0.243,126.008,4.0,0.403
2971,Paul Kalkbrenner,No Goodbye,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:1ix4O6SU7i8W2H6RYb3O8R,spotify:track:5gwLIRjGFf3hXuHoKEsWLg,0.0955,0.945,168547.0,0.584,0.341,6.0,0.147,-7.649,0.0,0.044,124.996,4.0,0.626
2972,Paul Kalkbrenner,Der Buhold,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:2iWosKU5zEZmb82d5XDTsb,spotify:track:2qUAb0CdBpaiinRbxBHmOa,0.0315,0.882,334760.0,0.453,0.847,0.0,0.103,-10.851,0.0,0.0464,131.004,4.0,0.716
2973,Paul Kalkbrenner,Cylence 412,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:2ujt9WEAr3yiAMtQHHkyC4,spotify:track:1rOvjdJE1NWUHIHLEXf9pC,0.0876,0.801,265307.0,0.646,0.862,5.0,0.0727,-12.459,0.0,0.0693,124.798,4.0,0.697
2974,Paul Kalkbrenner,Altes Kamuffel,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:00abtcfjeGNM4ua8cyf2ii,spotify:track:090GE58DnekRJZQTDkrRrq,0.214,0.688,501253.0,0.396,0.773,6.0,0.178,-11.314,1.0,0.0414,127.014,3.0,0.0715
2975,Paul Kalkbrenner,Cloud Rider,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:2ujt9WEAr3yiAMtQHHkyC4,spotify:track:42iMXyOvLeD2vKu7ZlREVh,0.137,0.749,391480.0,0.376,0.777,0.0,0.12,-13.978,0.0,0.0299,124.521,4.0,0.226
2976,Paul Kalkbrenner,Train,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:3dunJ0uhRdQJNqKWdqAeqe,spotify:track:0Tcm3XyhznXJOUoSVlNX7M,0.768,0.712,168413.0,0.421,0.688,7.0,0.363,-12.074,1.0,0.0372,123.98,4.0,0.681
2977,Paul Kalkbrenner,Das Gezabel,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:2iWosKU5zEZmb82d5XDTsb,spotify:track:6b2uVAdMWG8C7gPk5odq38,0.0662,0.804,363827.0,0.474,0.912,9.0,0.0835,-12.37,1.0,0.103,128.002,4.0,0.517
2978,NTO,Invisible Paul Kalkbrenner Remix,spotify:artist:7ry8L53T4oJtSIogGYuioq,spotify:album:4cqsB6UXqiauyUjNFxh8yf,spotify:track:2xUsXYIiK18wSnv2SXFGtj,0.393,0.705,457037.0,0.597,0.838,1.0,0.103,-8.817,0.0,0.0406,128.001,4.0,0.465
2979,Paul Kalkbrenner,Dockyard,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:6BTgqsN2O8OTquzXfZQh0E,spotify:track:6tYlLMni6GwUksie3N6IPA,0.0243,0.759,339880.0,0.368,0.824,8.0,0.33,-14.543,0.0,0.121,114.002,4.0,0.39
2980,Paul Kalkbrenner,Part Three,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:47ocREpAaYK0DZHlD9vLCx,spotify:track:4u6bp7tS5NnJOj16FNAsNi,0.4,0.917,226267.0,0.728,0.749,0.0,0.159,-9.479,0.0,0.114,130.035,4.0,0.912
2981,Paul Kalkbrenner,Speak Up,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:0BS8NtWrOjl6Muwhk6cOcg,spotify:track:4fO0HqjTcWidMX1Im1six5,0.606,0.799,303596.0,0.463,0.926,1.0,0.11,-17.334,1.0,0.0806,128.017,4.0,0.789
2982,Paul Kalkbrenner,Part Ten,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:47ocREpAaYK0DZHlD9vLCx,spotify:track:0xvlFJilJpOBRySCwtSlnU,0.418,0.811,225613.0,0.469,0.93,7.0,0.111,-11.106,1.0,0.159,130.043,3.0,0.598
2983,Paul Kalkbrenner,Revolte,spotify:artist:0rasA5Z5h1ITtHelCpfu9R,spotify:album:3dunJ0uhRdQJNqKWdqAeqe,spotify:track:439ZObTQ35Py7TMGNUJmlp,0.000273,0.639,159973.0,0.423,0.865,11.0,0.117,-13.61,0.0,0.0637,133.022,4.0,0.0389
2984,Kid Simius,The Flute Song Paul Kalkbrenner Remix,spotify:artist:36y7VzGBD47ymYb40a7JkE,spotify:album:12jnTZXZYc2G59araObbYm,spotify:track:20Tc62gPQKX6Rb7gfZuVbI,0.28,0.675,304947.0,0.422,0.763,11.0,0.313,-10.899,0.0,0.0896,117.991,4.0,0.502
2986,deadmau5,Nextra,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,spotify:album:5adMXoePLQgfglzbA7M7vp,spotify:track:6U9XV3WFi4Lo89SHxFpyNg,0.00501,0.796,360000.0,0.644,0.902,10.0,0.218,-8.891,0.0,0.0691,128.0,4.0,0.524
2988,deadmau5,Bridged By A Lightwave,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,spotify:album:5GQm35tkCTK25fQmTou7Nu,spotify:track:5emTyRnoMTLc9G44RR6XIE,0.0197,0.623,172500.0,0.874,0.0408,11.0,0.265,-6.782,0.0,0.0683,127.976,3.0,0.0512
2989,deadmau5,Monophobia,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,spotify:album:1DH1jrRHjCyAEDwTmHmMZe,spotify:track:2nLgWMdYPO35GGpwX2xo23,0.00153,0.545,214671.0,0.747,0.00397,6.0,0.135,-4.877,0.0,0.0429,128.045,4.0,0.224
2991,Skrillex,"Supersonic (My Existence) [with Noisia, josh pan Dylan Brady]",spotify:artist:5he5w2lnU9x7JFhnwcekXX,spotify:album:3KpWkFQMXb7sph4xWuHQ5m,spotify:track:7gCuKTyBb5nurNalzs0Hvp,0.0145,0.487,167253.0,0.669,0.00349,9.0,0.102,-6.473,1.0,0.232,172.026,3.0,0.0573
2992,Infected Mushroom,Walking on the Moon Bad Computer Remix,spotify:artist:6S2tas4z6DyIklBajDqJxI,spotify:album:558bORweVenMzjaC0gpcJn,spotify:track:6zfyJTgFvo54oLVJjS3jNa,0.0528,0.72,189231.0,0.85,0.0863,8.0,0.0899,-4.764,1.0,0.107,130.004,4.0,0.825
2993,BRONSON,KNOW ME (feat. Gallant) Cassian Remix,spotify:artist:60yfafz0P3gqaUaOUIddae,spotify:album:7mHmeFtsjrQ1BZT6d0OruX,spotify:track:2F0ZLn3nqS6z9hD27qiDgX,0.00149,0.594,313014.0,0.898,0.825,2.0,0.118,-7.434,1.0,0.0332,125.004,4.0,0.0391
2997,Leateq,Tokyo,spotify:artist:1iBxtU5394iPOzmot1FDUD,spotify:album:6d3HWabKzWkK630NH33OOK,spotify:track:2Anpk7AihEt38POoMEDqRb,0.0725,0.743,174118.0,0.879,0.00141,5.0,0.081,-2.717,0.0,0.0339,101.968,4.0,0.636
2998,líue,Suffer With Me,spotify:artist:3xFXCUS8RN65oCwsO4PJRI,spotify:album:6G8FJ9OgqUFa5p7qxhAqki,spotify:track:3nfj9Fdbl30TvcZE9sU0Vx,0.00911,0.564,207936.0,0.95,0.0686,8.0,0.589,-3.82,1.0,0.101,161.451,4.0,0.215
3000,plenka,When You Find Me (Bonus Track),spotify:artist:6yjz9vY01vOQUcFIAEYVQ0,spotify:album:0aBY8qM6tb6vjUmR6iBZbG,spotify:track:5Ea4HMH63TSbA19V81HYa9,0.00644,0.687,242205.0,0.765,0.0438,6.0,0.387,-7.105,0.0,0.13,109.994,4.0,0.381
3003,Pablo López,Tu Enemigo,spotify:artist:4uyqaioPEdClDxU6zvYlAZ,spotify:album:23vAkI9cHPdFMGnpYDSSdB,spotify:track:5tsDJt6Riyi26vowpb6FLs,0.043,0.522,208926.0,0.845,0.0,7.0,0.253,-4.1,0.0,0.0395,90.072,4.0,0.541
3005,David Otero,Una Vez Más,spotify:artist:4cA5JN7tiNZ8afYeuSQj5h,spotify:album:2ZHopjCxpANtV44EhUwcED,spotify:track:4Bbty58PjJfH9kE9C0zAXX,0.0255,0.586,177787.0,0.947,0.0,1.0,0.296,-3.897,1.0,0.0436,75.075,4.0,0.963
3006,La Casa Azul,Podría Ser Peor,spotify:artist:2Ynst7DZrEJnlaMM41ZCxd,spotify:album:5f1cJH6cg1uxKKkQDPOfvh,spotify:track:7Eh2mdfhNMLRm7BFSS4uWU,0.0498,0.662,253014.0,0.909,0.0104,5.0,0.212,-4.995,1.0,0.0407,125.018,4.0,0.617
3008,Miss Caffeina,Mira cómo vuelo,spotify:artist:1uvhwixGrZkuT2gpQQWgYb,spotify:album:4OjdqmQYAJvbb7OvkdiMtT,spotify:track:0q26YkYooQjbNyNXzGcHGP,0.00121,0.598,189360.0,0.886,0.0627,4.0,0.545,-5.607,1.0,0.0342,145.006,4.0,0.766
3009,Amaral,Mares Igual Que Tú,spotify:artist:4OkeTQCk0fvX6VBYpOOxDi,spotify:album:4GeVCMAZfDxp0GANpJUjyO,spotify:track:7FvGfRzzPY8D788ufvZVp8,0.0468,0.711,219876.0,0.72,0.0,9.0,0.121,-6.139,1.0,0.0432,93.97,4.0,0.424
3010,Manuel Carrasco,Uno X Uno,spotify:artist:7qAoXV4U0qDxQAUqhszjAA,spotify:album:5L6lE9am7to4WF93X6xCKJ,spotify:track:1MhxCEwP6bfqxet06cN24f,0.468,0.602,229720.0,0.682,0.0,1.0,0.068,-6.977,0.0,0.0529,89.928,4.0,0.489
3011,Supersubmarina,Viento de Cara,spotify:artist:61C3cEhdoJ9YiQSQSwYB4K,spotify:album:1H12cM0oy1TMb5snNa040x,spotify:track:5sKdpvvNyRJifUmYLNiYys,0.0105,0.522,257107.0,0.715,0.000827,9.0,0.311,-4.831,1.0,0.0342,129.999,4.0,0.316
3013,Leiva,Sincericidio,spotify:artist:5Hsv8dUHHOdnn72q4XIVz7,spotify:album:4urAt6KrPJuOUjVmdrPC2B,spotify:track:3Q8avvsQE7mtTXT2TrDx3I,0.000543,0.566,251453.0,0.81,0.000397,0.0,0.0975,-5.235,1.0,0.0382,124.885,4.0,0.258
3014,Amaral,Lo Que Nos Mantiene Unidos,spotify:artist:4OkeTQCk0fvX6VBYpOOxDi,spotify:album:0gY2l4ZTW39oBoS7y85T3v,spotify:track:7KZHmaxfIoAjoPNBaMrgNS,0.0233,0.587,258552.0,0.85,0.000678,1.0,0.101,-5.195,1.0,0.037,126.993,4.0,0.287
3015,Coque Malla,No puedo vivir sin ti Versión Ikea,spotify:artist:2VR9eUwDCe6jccal0ZQ5FV,spotify:album:2rrs0QtmCvKG46amvhz8Ja,spotify:track:4baboKkDQ0CBpXm2c0r9aY,0.7,0.65,183872.0,0.147,0.0,8.0,0.205,-14.821,1.0,0.0538,124.737,4.0,0.477
3016,David Otero,Aire,spotify:artist:4cA5JN7tiNZ8afYeuSQj5h,spotify:album:2ZHopjCxpANtV44EhUwcED,spotify:track:3o383e6sYO6vBK6mqahqS5,0.0656,0.556,238173.0,0.887,0.0,2.0,0.131,-4.752,1.0,0.0821,178.098,4.0,0.589
3017,Dover,Cherry Lee,spotify:artist:5kdLOinhQnlSk4su7U6lyW,spotify:album:7kRwKWrwKf3jzDsZH8gsnu,spotify:track:0bU8DmAXG0gxJQkCwMAelc,0.0614,0.479,212027.0,0.921,0.0,2.0,0.299,-5.09,1.0,0.0593,126.181,4.0,0.309
3020,Fangoria,Geometría polisentimental,spotify:artist:7CJiKj8TrQSms0WSCKbHm4,spotify:album:3Uri2b1cFz0YSYi7g6ELYr,spotify:track:1NaNyBcdPuJICxTX90xIQg,0.00742,0.671,208188.0,0.896,0.000529,10.0,0.111,-4.731,1.0,0.0327,140.028,4.0,0.916
3021,Amaral,Cómo hablar,spotify:artist:4OkeTQCk0fvX6VBYpOOxDi,spotify:album:4dPBUpgpgdXdeeUyEOh8jT,spotify:track:3DYm7Lp7Fc3xf6WSCq5ntE,0.0356,0.606,241267.0,0.775,1.74e-06,3.0,0.111,-4.752,1.0,0.0291,117.357,4.0,0.626
3022,Second,Primera Vez,spotify:artist:3Ju3bW8OaeUmfQKqMtATKr,spotify:album:46LvwQO8b7CpqeoKlC30Pa,spotify:track:2lOzcthlgfWRyaD0BpwFR3,0.0148,0.628,292080.0,0.795,0.0,5.0,0.165,-3.537,1.0,0.0255,134.948,4.0,0.363
3025,Agoria,Youre Not Alone,spotify:artist:4lu50np3LdTkRL09T7x8UP,spotify:album:2lIxvYowDx7gAa0fivAx5G,spotify:track:08Uz2WDG2HpZwCX7qOn7OJ,0.000847,0.771,503083.0,0.849,0.768,6.0,0.0839,-7.241,0.0,0.0522,119.994,4.0,0.293
3026,Kidnap,Moments,spotify:artist:3PvqCbhNlq96JXxPszCMZT,spotify:album:0BqyPWvPIl8nyAmSZhvUoc,spotify:track:3RF7yizTDynqcKO9EmypOy,0.453,0.702,250207.0,0.526,0.887,7.0,0.111,-12.421,0.0,0.0393,121.001,4.0,0.291
3027,Carina Round,Pick up the Phone,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:79xciRpF99hg7ByR8qmbT6,spotify:track:3VkgPsik4603KgBlMGcA6j,0.683,0.777,195120.0,0.482,0.0519,11.0,0.0903,-10.478,0.0,0.0326,110.998,4.0,0.373
3028,Carina Round,For Everything a Reason,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:7B7ooCbUSzq0cmD4E594a4,spotify:track:25I6y8GGc0LVilIedcEXqb,0.62,0.444,315547.0,0.328,0.0202,8.0,0.523,-10.459,1.0,0.0291,116.036,4.0,0.0652
3029,Carina Round,Set Fire,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:79xciRpF99hg7ByR8qmbT6,spotify:track:3c4qvEWmFJnAQ1obiko0VF,0.637,0.572,287933.0,0.586,0.00488,2.0,0.127,-7.11,0.0,0.0296,116.069,4.0,0.0998
3030,Carina Round,Mothers Pride,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:79xciRpF99hg7ByR8qmbT6,spotify:track:6rthSGfyzgReDGAhDxKlnU,0.0442,0.288,249213.0,0.463,0.015,9.0,0.136,-6.192,1.0,0.0294,128.713,4.0,0.112
3031,Carina Round,You and Me The Beta Machine Remix,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:5yPdQqkV6Y3QLW3QMDoswb,spotify:track:4gsqgU0ycltvZbl2zMkUAB,0.00782,0.732,235216.0,0.593,0.0,4.0,0.125,-6.918,1.0,0.0508,123.019,4.0,0.433
3032,Carina Round,Set Fire Mang-Kon Remix,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:5yPdQqkV6Y3QLW3QMDoswb,spotify:track:08tEi88US5qZ55Bw50j8Ah,0.0348,0.559,275108.0,0.735,0.0346,0.0,0.0756,-6.407,1.0,0.0416,116.068,4.0,0.605
3033,Carina Round,Girl and the Ghost Puscifer Remix,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:5yPdQqkV6Y3QLW3QMDoswb,spotify:track:6chWPJPMZ3u8SPGKkd2r74,0.223,0.602,359479.0,0.623,0.00464,1.0,0.157,-8.967,0.0,0.0497,91.018,3.0,0.315
3034,Carina Round,Do You,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:7B7ooCbUSzq0cmD4E594a4,spotify:track:2LyZ0NO6M19EHSXt6NslPp,0.871,0.646,343347.0,0.266,0.000119,2.0,0.109,-10.831,0.0,0.0323,116.103,4.0,0.121
3035,Carina Round,Backseat,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:7B7ooCbUSzq0cmD4E594a4,spotify:track:4sPwWJSR07fT2T2YoZrPEL,0.959,0.298,225760.0,0.144,0.000579,9.0,0.0899,-13.644,0.0,0.0331,182.536,4.0,0.198
3038,Carina Round,Got to Go (2000 Years Bc Remix),spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:79xciRpF99hg7ByR8qmbT6,spotify:track:31x6VeOeLACuEDoWaps9tP,0.0168,0.614,233435.0,0.799,1.75e-05,1.0,0.111,-5.462,0.0,0.0418,125.009,4.0,0.558
3039,Carina Round,The Last Time Sonoio Remix,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:5yPdQqkV6Y3QLW3QMDoswb,spotify:track:5ddQxpHBzkTYI2jW5tE52u,0.551,0.513,549820.0,0.439,0.861,3.0,0.105,-16.883,0.0,0.0602,157.347,4.0,0.128
3041,Carina Round,Pick Up the Phone The Swan Sisters Remix,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:5yPdQqkV6Y3QLW3QMDoswb,spotify:track:744PcTC678ROVqRHZx1ppC,0.0755,0.87,224594.0,0.484,0.00164,7.0,0.135,-12.995,1.0,0.0388,111.018,4.0,0.535
3042,Carina Round,Into My Blood,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:6omZYhHHPCVGxF7cBulM78,spotify:track:1CxHyjws3bpzodz7zUaSxY,0.0171,0.471,234707.0,0.921,0.00103,0.0,0.0881,-2.592,1.0,0.0581,105.706,4.0,0.369
3043,Carina Round,Come Undone,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:5d5nxvK1oDiyZSZv60lVA2,spotify:track:1LP2YT3pZefUk4wEmhOCPK,0.61,0.278,316534.0,0.27,0.000764,10.0,0.11,-10.82,0.0,0.0356,144.716,4.0,0.111
3046,Carina Round,Marcel Marcel / The Arrangement,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:79xciRpF99hg7ByR8qmbT6,spotify:track:61wTywI4695ohTvNf6GOt6,0.513,0.317,227280.0,0.566,0.044,0.0,0.129,-7.284,0.0,0.0355,114.81,4.0,0.302
3047,Carina Round,Please Dont Stop,spotify:artist:070g5I7Ibt7cRwXCd4goF3,spotify:album:7B7ooCbUSzq0cmD4E594a4,spotify:track:5RR0dw4yB4VvyALi6vOOFL,0.548,0.532,282800.0,0.389,0.0018,6.0,0.107,-8.466,0.0,0.0315,115.752,4.0,0.0752
