,artistName,trackName,artist_uri,album_uri,track_uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1316,BLR,Wildfire,spotify:artist:6eZxwKfQWK4d5sLOlauR1Y,spotify:album:3WEjFBu50RlscHr6Z056IX,spotify:track:5cskUNcCfitqnYY2rmUzmf,,,,,,,,,,,,,
1319,Tobtok,As I Sleep (feat. Charlee) [Gramercy Remix],spotify:artist:6pcxIOhQCNb7DX2iuEXgxL,spotify:album:4EQF3xYIEfXfbubESsLiEf,spotify:track:2HGkGgOOSLRgFIGsmwDZbJ,,,,,,,,,,,,,
1320,Redondo,From The Soul,spotify:artist:3T0HSMgUpuH1hXbT1JPwQF,spotify:album:1PlsmLbOfgduHaIvJLFAxT,spotify:track:2mr020Spkb6Jw2Vt9JP1dm,,,,,,,,,,,,,
1322,Tom Staar,Drift,spotify:artist:0iSYvHKAdhWVdZkS1PYK3u,spotify:album:4MvenhaAUAj7sl0dNs5C9Z,spotify:track:14xRN4tmWY5ZY7bTNmMUos,,,,,,,,,,,,,
1323,Zonderling,No Good,spotify:artist:0bMKf3lIYR9GaNTdFKkTOr,spotify:album:6gqFYVhmJmiteIJTJPfRPC,spotify:track:5o0eUxrcE7B7htlnRRZoWF,,,,,,,,,,,,,
1325,ArtLec,White Bay,spotify:artist:2aqJXiggBZaS7nbLUMTMKo,spotify:album:7r9CI2uypeA9UEfF05jDHl,spotify:track:02P2kD5IobpTEJiIWQglQW,,,,,,,,,,,,,
1328,Kidnap,Ashes,spotify:artist:3PvqCbhNlq96JXxPszCMZT,spotify:album:66KCr5W2t8OoJsiG0if1xY,spotify:track:73St49IdOQyBTgSH9gfUiy,,,,,,,,,,,,,
1330,Max Manie,Evil Deeds,spotify:artist:0esUZwk3FcZiAH1fXa66dU,spotify:album:2bnyO0EfoaA6A47d1or7W4,spotify:track:3iRhrYLvAnOGWKsRVZFfkB,,,,,,,,,,,,,
1331,Lane 8,No Captain Dirty South Remix,spotify:artist:27gtK7m9vYwCyJ04zz0kIb,spotify:album:4Wol4IgfmXKpdVJVV1ZfKC,spotify:track:5w4guYAuAwXFLEqs0E2vkn,,,,,,,,,,,,,
1332,Yotto,Odd One Out,spotify:artist:5Dyfxq0ZrFjjeFBdSNxDbo,spotify:album:5C1WWowUnx2d4yIOp1hnIy,spotify:track:18bDohH2zLgO3oKkyOELgU,,,,,,,,,,,,,
1333,DJ Licious,Ill Be Alright,spotify:artist:30SUNrTLW7OZeDALH3sWzH,spotify:album:37TsUuRxhJB9QnpE0ggp4k,spotify:track:2jC1DkaTAv2jZ9uu3pxaxW,,,,,,,,,,,,,
1343,Totally Enormous Extinct Dinosaurs,Garden,spotify:artist:0g3NiCRhEv7M4SEDMrpItN,spotify:album:6xPaNRGXlr2L0brkk8ab8N,spotify:track:6HRa9FtX8ifjQmA3XFBXan,,,,,,,,,,,,,
1344,Tourist,Run,spotify:artist:2ABBMkcUeM9hdpimo86mo6,spotify:album:1M3F2r4eZn7oy8VWZA17Gf,spotify:track:3n7AsDM1FPGXk88o90rEM6,,,,,,,,,,,,,
1345,Mansionair,Hold Me Down,spotify:artist:4qOzMSukiZoiSjPQw8Zs7s,spotify:album:4uk1wTpwrwxktjq5OoZ2ck,spotify:track:7kEZaTydeHAviNWKy85Utp,,,,,,,,,,,,,
1346,Rhye,The Fall,spotify:artist:2AcUPzkVWo81vumdzeLLRN,spotify:album:6b1HPtDuYioXwmw5xLLFQ9,spotify:track:35yZkNFNVosiHE6Uj0COVM,,,,,,,,,,,,,
1347,Flight Facilities,Clair De Lune Motez Remix,spotify:artist:1lc8mnyGrCLtPhCoWjRxjM,spotify:album:4HiccE5x2J67DLs3dO7V32,spotify:track:3qbg9xxwiuKP6VghdNhfKR,,,,,,,,,,,,,
1349,ZHU,Cocaine Model,spotify:artist:28j8lBWDdDSHSSt5oPlsX2,spotify:album:59irM3hSsX9Kpj31rJnsHc,spotify:track:5Z3trOR982mBrJcPfrLUsq,,,,,,,,,,,,,
1355,Sound Quelle,Deep Chicken,spotify:artist:5mdTuNl23tON1WlsVbvD18,spotify:album:2gZ4Dgxtef0mFewFYOBHJ6,spotify:track:5tSEY4tjB8P44FkYDFuB48,,,,,,,,,,,,,
1358,Lexer,Slow Love,spotify:artist:2vDXLZ9mI3CdTPPIzFUKlY,spotify:album:2xH5pJPT7PL9WkmXvWZ818,spotify:track:2IPQKrm93sjX7wbkk3vgI1,,,,,,,,,,,,,
1362,Above & Beyond,Northern Soul,spotify:artist:10gzBoINW3cLJfZUka8Zoe,spotify:album:519ALz8Fp7JBOJuu4j5RI7,spotify:track:6poaggkSYGIoUjyuippcQ2,,,,,,,,,,,,,
1365,Tom Staar,Come Together,spotify:artist:0iSYvHKAdhWVdZkS1PYK3u,spotify:album:0ej926FEPhMm0J0GwKFgBi,spotify:track:6vlbmCS43mCdivqF8bG5hS,,,,,,,,,,,,,
1367,Rufus Wainwright,Hallelujah,spotify:artist:2PfBzriIMRsCXPDtSy9vg8,spotify:album:3gnHdybV7CsMxPGwmzFXyS,spotify:track:2u6fRGcaBhpI4uNBHpGv0b,,,,,,,,,,,,,
1368,Elvis Costello,She,spotify:artist:2BGRfQgtzikz1pzAD0kaEn,spotify:album:2VNMoSXYKrjAAU4aqiTvtY,spotify:track:31Tp5iKrVUayn65qhg06nE,,,,,,,,,,,,,
1369,Rufus Wainwright,Hallelujah (feat. Choir! Choir! Choir!),spotify:artist:2PfBzriIMRsCXPDtSy9vg8,spotify:album:2egplm7oEgGn1nCBm3IX8Y,spotify:track:6NsNOf1RBVErTqrHEFYjQ4,,,,,,,,,,,,,
1371,Tobtok,As I Sleep (feat. Charlee) [BODÉ Remix] Club Mix,spotify:artist:6pcxIOhQCNb7DX2iuEXgxL,spotify:album:6ERya2o7qA53aUn3uKFpbf,spotify:track:5PQSCIKSPuvkDIrvxG9sFY,,,,,,,,,,,,,
1379,Ben Böhmer,After Earth Edit,spotify:artist:5tDjiBYUsTqzd0RkTZxK7u,spotify:album:4yXaEK5NjsC5wYXDwxXj86,spotify:track:6mjN72fXeZwLkCDG7rHH3N,,,,,,,,,,,,,
1380,Mark Tarmonea,Clocks Edit,spotify:artist:0G0DRVtduDqqikbVbZXaNn,spotify:album:5b3C1G7I4kZqwKEwHmIiKh,spotify:track:6js7EzpnPR8100J3N5uW9r,,,,,,,,,,,,,
1382,BLR,Böda,spotify:artist:6eZxwKfQWK4d5sLOlauR1Y,spotify:album:6An3k2Srdqevd7DNTFoShp,spotify:track:4PzIpney45QmW7nGnZ3QUm,,,,,,,,,,,,,
1383,Rezident,Artifacts,spotify:artist:0hzZTaZ59eR5lESXHRVgkc,spotify:album:1FNg6dH3VzwsIE0VGE97TX,spotify:track:2TGLxgbHd9LxxmRFJVHSRB,,,,,,,,,,,,,
1384,Loui & Scibi,Your Love Touch Go Club Mix,spotify:artist:6hhoNEHkx7jEWiJxOBvUX4,spotify:album:3rXP764bPiduZ14N3LviOC,spotify:track:1Ti1FWfTF8WK3PSBPQzy0z,,,,,,,,,,,,,
1385,Lane 8,Atlas,spotify:artist:27gtK7m9vYwCyJ04zz0kIb,spotify:album:4nv9KsGfQvZwIOuzDnbWY8,spotify:track:6YFRyll4isFUJrbHSeM1oJ,,,,,,,,,,,,,
1386,Rylan Taggart,Constellation Original Mix,spotify:artist:2QXBoMfV2QUgiMESJ2AACX,spotify:album:0RjgXi4HxZssWqqbL4ax1V,spotify:track:1HWlK0rP6OZM0RJNGXDtep,,,,,,,,,,,,,
1387,Holter & Mogyoro,Summer Vibes Original Edit,spotify:artist:7v2BxNMDtTOz4T4KJZRmWU,spotify:album:5BvCkXbgPFaUv9TIdkUT8l,spotify:track:2XHMZdUNp2KFR0I0RkKBV6,,,,,,,,,,,,,
1391,BLR,Masuria,spotify:artist:6eZxwKfQWK4d5sLOlauR1Y,spotify:album:0faZ2yRO9gfRJQDH7vPXIp,spotify:track:0japCIgKubhd6Ne2jOVIJY,,,,,,,,,,,,,
1394,Jan Blomqvist,More,spotify:artist:5wMlMjOLeJfS5DfxqGfm83,spotify:album:7DAyAlObwl5f8mcrqFCeWm,spotify:track:7CuXB3Dr61IvDFEWfqG3sE,,,,,,,,,,,,,
1395,Lexer,Lost Tonight,spotify:artist:2vDXLZ9mI3CdTPPIzFUKlY,spotify:album:2xH5pJPT7PL9WkmXvWZ818,spotify:track:3Kdw8dKVJL5XZ7YOQe85zK,,,,,,,,,,,,,
1396,Tinlicker,Nothing Without You,spotify:artist:5EmEZjq8eHEC6qFnT63Lza,spotify:album:3YRgHgiqMrzWBNysUItPSO,spotify:track:2n86VXvZ68L5muM1j3faIo,,,,,,,,,,,,,
1398,Flight Facilities,Hold Me Down,spotify:artist:1lc8mnyGrCLtPhCoWjRxjM,spotify:album:5V8798yQx7GwVCXQTyIOJz,spotify:track:6ygCWJPl9YhEhmbz28Cs2F,,,,,,,,,,,,,
1399,Flight Facilities,Heart Attack,spotify:artist:1lc8mnyGrCLtPhCoWjRxjM,spotify:album:4rFBAEo59lclteWiHc1DAo,spotify:track:6NtUscGLA4d9U8IDtwFDUA,,,,,,,,,,,,,
1402,Selena Gomez,Baila Conmigo (with Rauw Alejandro),spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,spotify:album:2jGa3OwXatFYQAIS7OV7k9,spotify:track:079Ey5uxL04AKPQgVQwx5h,,,,,,,,,,,,,
1403,Omega,Pegao / Me Miro y La Mire (TikTok Hit),spotify:artist:1UjxAZqzphB1tsMb1aWBj0,spotify:album:2owNg3nikzMzLuQy9n0Jqz,spotify:track:4Pzk85DqWoLqptyA5IlhLk,,,,,,,,,,,,,
1405,Elderbrook,Sleepwalking,spotify:artist:2vf4pRsEY6LpL5tKmqWb64,spotify:album:13tqZZCObFhNQS6bsldItK,spotify:track:50Lf1pAMJqgnERsUK1hzG6,,,,,,,,,,,,,
1406,Balthazar,Losers Purple Disco Machine Remix Edit,spotify:artist:4oMBP1OWXtmxyDhAj2aRyQ,spotify:album:1oSiIn6xeyDl5Ode3dHrU4,spotify:track:7M8RlfP8SviqaH4kCkOkyE,,,,,,,,,,,,,
1407,Grey Sky Catalyst,Im Coming Home,spotify:artist:469iGvJ310K0WSlMaHRhIG,spotify:album:3i8ob2JKsQtxlLutFckz5L,spotify:track:0ZW8Z3NHDN73NnvC6MKiTa,,,,,,,,,,,,,
1409,Purple Disco Machine,Hypnotized (Acoustic),spotify:artist:2WBJQGf1bT1kxuoqziH5g4,spotify:album:31sIFQ5fOYUQZ62LpNmQzY,spotify:track:47iizIcROe1dhW3ii9cvTf,,,,,,,,,,,,,
1415,Purple Disco Machine,In My Arms (Extended Mix),spotify:artist:2WBJQGf1bT1kxuoqziH5g4,spotify:album:3WALyLgFg8b8r4y31MQRZ0,spotify:track:2DVUN7eQ4P5SRG9DBBlXJA,,,,,,,,,,,,,
1418,RÜFÜS DU SOL,Treat You Better Purple Disco Machine Remix,spotify:artist:5Pb27ujIyYb33zBqVysBkj,spotify:album:1bD4VrSXCdrOPyS7yhPemr,spotify:track:6MLvUL2dYphJTwgiBvuJ1J,,,,,,,,,,,,,
1419,Shakedown,At Night Purple Disco Machine Extended Remix,spotify:artist:0vSfjPjAbekoehCpmy1RV1,spotify:album:33AVY3MElghi5BKaND4BQC,spotify:track:6d9UZvhiqIAmtZ6EIse1LW,,,,,,,,,,,,,
1426,LVNDSCAPE,Kilimanjaro,spotify:artist:2QlwnS23KrBeshXFyK5U6M,spotify:album:0z7F1uxjghiQIGFc79XSXN,spotify:track:1nYfiiwCQOX5mY7Git99Rp,,,,,,,,,,,,,
1427,Blasterjaxx,Rulers Of The Night (10 Years) [feat. RIELL],spotify:artist:37awA8DFCAnCCL7aqYbDnD,spotify:album:1JIOk1wcQAy5uFvwfVE0z8,spotify:track:7rPJQJUBFgX76lKyCVYq9w,,,,,,,,,,,,,
1429,Nils Hoffmann,Drift Ben Böhmer Remix,spotify:artist:6sOEMfvCfHQ9dhSWyamXVb,spotify:album:55xyC1AMSIIMIFI7sHWxoK,spotify:track:6pfGgldP8hMYnGpjCPx1ty,,,,,,,,,,,,,
1430,Yolanda Be Cool,Dance and Chant,spotify:artist:4KkHjCe8ouh8C2P9LPoD4F,spotify:album:6zdC2SBKX4WLLSztigHAJ0,spotify:track:26LrcfQvosoKyUiLV0057Q,,,,,,,,,,,,,
1431,DJ Licious,Twisted Games (feat. Jack Hawitt),spotify:artist:30SUNrTLW7OZeDALH3sWzH,spotify:album:5Y7OtrI9efzyfuTuS2GRw4,spotify:track:4WoocOd6VBoUJHXcALhI57,,,,,,,,,,,,,
1432,Zafrir,Boom Boom Pow,spotify:artist:3DJVDo0kd19fZXpTabasOX,spotify:album:3UTRfRr2s6XLj3It38Vw8d,spotify:track:4S2qrsdY4BF0T5UFQLtqoU,,,,,,,,,,,,,
1433,Kivrak,Wasted,spotify:artist:5xKMhGfeVlYM3Q3PisHCiu,spotify:album:6e4pHmzWnVue9Mjjj728oB,spotify:track:4z3GdubBllsz6wuZcTtG90,,,,,,,,,,,,,
1434,BODYWORX,No Pain No Gain,spotify:artist:6GIwyYD9kOim8j3M6jt4AM,spotify:album:536QV4adHSi9o8DHQLvv98,spotify:track:7sXfnVRtIuohi0PQiyDVV8,,,,,,,,,,,,,
1435,Valy Mo,The Rise,spotify:artist:2GOqvtSlw1DetJcV3p0fYH,spotify:album:1iKfRpiW7hdWHtEuKj7UXi,spotify:track:7G5aa5yUgJ7Iszk61ywjTT,,,,,,,,,,,,,
1436,Dua Lipa,Were Good (Dillon Francis Remix),spotify:artist:6M2wZ9GZgrQXHCFfjv46we,spotify:album:5WGdFx6zypKOC8JQRgGtdz,spotify:track:5Ja8ZlVexmTQKbWAQgZ3f0,,,,,,,,,,,,,
1437,Rolipso,No One Else,spotify:artist:1EtBmvqGOtWnjDgCUFQRqI,spotify:album:76nvAP6rAxXUzU51utIC2Y,spotify:track:196tPzSRVaSqEE3s0vaKmj,,,,,,,,,,,,,
1438,ATB,Your Love (9PM) Tiësto Remix,spotify:artist:7jZM5w05mGhw6wTB1okhD9,spotify:album:1H9wSqKGrpJmZV1C0Ipzuw,spotify:track:3ZUGQQQdTteMWdPg2bvLsp,,,,,,,,,,,,,
1439,Hawk,Unforgettable,spotify:artist:6kGgCcP1pFsfBy9Zj7KZft,spotify:album:1ObYb4de0ZdUpZfxv1bJM0,spotify:track:4t4UqVEz2EX5qE6ZWxgknR,,,,,,,,,,,,,
1440,MAD M.A.C.,Thief In The Night,spotify:artist:6eYelZNbyu0BmMA5Cm0Vu3,spotify:album:0YwOFufxjUTBX8p0WpwKSI,spotify:track:1WB6xz31Is5WvIceN9hjik,,,,,,,,,,,,,
1444,Martin Solveig,All Stars,spotify:artist:1bj5GrcLom5gZFF5t949Xl,spotify:album:0QmyqQAPTLxNCs6qya9CSa,spotify:track:26haJjtanhamtf25RXH0MO,,,,,,,,,,,,,
1448,Wheats,Poison,spotify:artist:68O83ss9GHwRVDaJhpCQHF,spotify:album:5Lf0NkdUe1WjjUbVzZvvtk,spotify:track:3R7MQSozQejHpPJO2Ug9K3,,,,,,,,,,,,,
1449,Wheats,Slip,spotify:artist:68O83ss9GHwRVDaJhpCQHF,spotify:album:0x1NL3tUBrPCSlesmTsOnD,spotify:track:01oxKfcV4Y06YTBmpKlUkI,,,,,,,,,,,,,
1450,Wheats,Original Rebel,spotify:artist:68O83ss9GHwRVDaJhpCQHF,spotify:album:5u00sqKe4THLiSRfiwwH2T,spotify:track:66sXH0R8VcUyfuhiXoRDWY,,,,,,,,,,,,,
1451,RYBO,Favela Funk,spotify:artist:2IuegvTxG5ryGxsce4U1aA,spotify:album:0ibRt2LI2CLgxRNUCVsKla,spotify:track:1lITY3K6s0OAzU93OP1BEF,,,,,,,,,,,,,
1453,Luuk Van Dijk,U Trippin,spotify:artist:1KFfk3NtblIJtGEqyiR31t,spotify:album:19TmAaNj7vmByvqVTRW53p,spotify:track:5VRFALOwAivc2CUuklKeRt,,,,,,,,,,,,,
1455,Alan Fitzpatrick,M27,spotify:artist:40JyDxGqtYSowWYT2jaive,spotify:album:5qfcb5teRZYZ6mq2Kx7JaA,spotify:track:5UzwuWCVFzMo9FoUsoyOxs,,,,,,,,,,,,,
1456,Wheats,Bizzi,spotify:artist:68O83ss9GHwRVDaJhpCQHF,spotify:album:2eRdbIVUB1WoLQ5qjc6vcE,spotify:track:6daxLoDaCoSNR5fd2fRcHh,,,,,,,,,,,,,
1461,Ryan Resso,Morning Sunrise Wheats Remix,spotify:artist:5kgvSiEt7OdyYrM0xLHXO9,spotify:album:2XyFvBv1DT3DouHAbuZ0dp,spotify:track:0LO1fdchjTPVvzCDiWhDJQ,,,,,,,,,,,,,
1462,Wheats,What You Do,spotify:artist:68O83ss9GHwRVDaJhpCQHF,spotify:album:0FiytSUAXobkvkfzdb3vD7,spotify:track:2aj8fVPTPKaeVOkt80wgNz,,,,,,,,,,,,,
1463,Wheats,Chugg Love,spotify:artist:68O83ss9GHwRVDaJhpCQHF,spotify:album:79JseZnyv0ZqocMgSDw32m,spotify:track:1yA2NyybErA3cXIBVtePi0,,,,,,,,,,,,,
1464,Wheats,Strong Feelings,spotify:artist:68O83ss9GHwRVDaJhpCQHF,spotify:album:6SGvBOhmihPkTJp6mFB9NP,spotify:track:5nGa0SSwcXrvFZHkeij63U,,,,,,,,,,,,,
1465,Illyus & Barrientos,So Serious Friend Within Remix (Mixed),spotify:artist:6n5ccknvteaKfN4WA2qf3C,spotify:album:08bmkznjHBZuzAktYjCBOi,spotify:track:31h0K0LPHmUe8fJxMkmDg7,,,,,,,,,,,,,
1466,Amine Edge & DANCE,Baby Dont Go (Mixed),spotify:artist:7si9pFZZlPdZPeOclH9vgm,spotify:album:08bmkznjHBZuzAktYjCBOi,spotify:track:6loI0iyHGurX6mSqBDyEqN,,,,,,,,,,,,,
1467,Tube & Berger,Bierchen (Mixed),spotify:artist:32wcuqRxZuBY5HbH1bWa8h,spotify:album:08bmkznjHBZuzAktYjCBOi,spotify:track:4FXDxwHEuYVmholQbDtnIA,,,,,,,,,,,,,
1468,Raumakustik,Mother Bassline (Mixed),spotify:artist:0DH2O8Nvb5KxMaI9jCZUqW,spotify:album:0CDHxOn0U8fOYoWOExqkgW,spotify:track:0NesGTw186IdE9V2R2PauB,,,,,,,,,,,,,
1472,Secondcity,Love That Ive Wasted (Mixed),spotify:artist:2ew9JvyyuOGkhahuwdovDq,spotify:album:08bmkznjHBZuzAktYjCBOi,spotify:track:7GyZMwKFGI5vQ7G3Y7uiZY,,,,,,,,,,,,,
1475,Kavinsky,Roadgame,spotify:artist:0UF7XLthtbSF2Eur7559oV,spotify:album:3euRfc09m6LRXwplFPYtqh,spotify:track:0NnZySMYKcB2BWrWPpSgLf,,,,,,,,,,,,,
1476,Tame Impala,Let It Happen Soulwax Remix,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:album:04uXkrNhFJ1iWEo88MGPva,spotify:track:5Z1E4jrUzitOQRczI8gfSL,,,,,,,,,,,,,
1477,Cassius,I <3 U SO,spotify:artist:4sf3QZW8a3xZ14IGsOAzoy,spotify:album:73puEbxrgGI8vbRtA6E6pZ,spotify:track:0WWBeDKdXmGbZD1XVOVqot,,,,,,,,,,,,,
1478,Guru Josh Project,Infinity 2008,spotify:artist:4ME85YvMUi1hdqhbind7gy,spotify:album:1uyF93NDsuRn4LqZIl3lyY,spotify:track:3aQz0z86zrKjd1mcZlonxE,,,,,,,,,,,,,
1479,ATB,Your Love (9PM),spotify:artist:7jZM5w05mGhw6wTB1okhD9,spotify:album:7F9yYqHRtIZnEGF2tANI4b,spotify:track:5YaskwnGDZFDRipaqzbwQx,,,,,,,,,,,,,
1481,Dynoro,In My Mind,spotify:artist:3v6Ji4uoWtKRkhuDUaxi9n,spotify:album:1c79SozES9Eb3Lzf9KVaIa,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,,,,,,,,,,,,,
1482,Tiësto,Grapevine,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,spotify:album:7jrQbFx0ttru2gtSZ4lhuX,spotify:track:3bYLRndI3qoLQqgPalT8CY,,,,,,,,,,,,,
1484,Stromae,Alors on danse,spotify:artist:5j4HeCoUlzhfWtjAfM1acR,spotify:album:4kEbcH3VT6NYfpv8Wkkk80,spotify:track:2GYHyAoLWpkxLVa4oYTVko,,,,,,,,,,,,,
1485,Don Diablo,Cutting Shapes,spotify:artist:1l2ekx5skC4gJH8djERwh1,spotify:album:2MhMiuJX4tsAFaQDkzPauF,spotify:track:3hENlPbIlUZXQ3MiosF87Q,,,,,,,,,,,,,
1486,Fangoria,Miro la vida pasar,spotify:artist:7CJiKj8TrQSms0WSCKbHm4,spotify:album:6kFMS7dhDf6N6k4cX0WwzJ,spotify:track:2LUDv2YzjlHHQlxBXwmnTO,,,,,,,,,,,,,
1487,VIZE,Stars,spotify:artist:09agIJMxCD2k87ys9Al0f0,spotify:album:5PLTVqZ1cioJPZnFNnWYAL,spotify:track:2oRmQ1uRNG0ZJ8qAvbMN43,,,,,,,,,,,,,
1489,Seguridad Social,Acuarela,spotify:artist:5UbMQUFrcJdDstPCza7y0B,spotify:album:0xzfHtl3jhxX1sDIKx7PSO,spotify:track:4jIThvkGu7fN4FDSW6LRSk,,,,,,,,,,,,,
1490,Marsal Ventura,Legend,spotify:artist:3uGPais7i1uwcaa9xOjPjF,spotify:album:6gmsH71ojTRw5a8Ep4N9e9,spotify:track:0f6m122KKarn6itpihfZvI,,,,,,,,,,,,,
1491,Intensa Music,Solos Tu y Yo,spotify:artist:6wOdTz7ysFwfbrgM5OzwAZ,spotify:album:0AC09prC2V1yfra546gg0S,spotify:track:0icQrC8QOgQmnGrZjBI9tF,,,,,,,,,,,,,
1493,Kiko Rivera,Así soy yo,spotify:artist:0HSGpDMeXaEmH5aUIHjnBF,spotify:album:4FYJ5o6ELTTO92YsGNIVeZ,spotify:track:5Oq5JFT9cqASC2GbuQBTyy,,,,,,,,,,,,,
1494,Pitbull,Hotel Room Service,spotify:artist:0TnOYISbd1XYRBk9myaseg,spotify:album:00zN65JStpVnpJn9ckMsQI,spotify:track:6Rb0ptOEjBjPPQUlQtQGbL,,,,,,,,,,,,,
1495,Katy Perry,The One That Got Away,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:album:2eQMC9nJE3f3hCNKlYYHL1,spotify:track:6hkOqJ5mE093AQf2lbZnsG,,,,,,,,,,,,,
1496,Avicii,Silhouettes Original Radio Edit,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,spotify:album:56Wdv50B0BK8z3PhOIz7WE,spotify:track:06h3McKzmxS8Bx58USHiMq,,,,,,,,,,,,,
1497,Zara Larsson,Lush Life,spotify:artist:1Xylc3o4UrD53lo9CvFvVg,spotify:album:5YLRVHDVRw3QqWbeTGpC5B,spotify:track:1rIKgCH4H52lrvDcz50hS8,,,,,,,,,,,,,
1498,Lost Frequencies,Are You With Me,spotify:artist:7f5Zgnp2spUuuzKplmRkt7,spotify:album:5HXThyoACKMuMdRU5HosWH,spotify:track:62nhuooamoroYpJyqE0nLd,,,,,,,,,,,,,
1499,Tiësto,Chemicals (feat. Thomas Troelsen),spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,spotify:album:5ahoJwdRxEV11glfqkF5zX,spotify:track:5hZz0GjweCU7v0u5VU6KlT,,,,,,,,,,,,,
1500,Capital Cities,Kangaroo Court,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,spotify:album:3WrufJir7I61NkvkDwxero,spotify:track:1leXuBiWQMgbvOIIedqbLB,,,,,,,,,,,,,
1502,David Guetta,Memories (feat. Kid Cudi),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,spotify:album:1xGEbkqzqiCcUTBbasvShI,spotify:track:4dTaAiV9xFFCxnPur9c9yL,,,,,,,,,,,,,
1503,Katy Perry,Dark Horse,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:album:5MQBzs5YlZlE28mD9yUItn,spotify:track:5jrdCoLpJSvHHorevXBATy,,,,,,,,,,,,,
1504,Rihanna,Diamonds,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:album:0T23GvNaBUGtMKxZko8LQG,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,,,,,,,,,,,,,
1506,Muse,Uprising,spotify:artist:12Chz98pHFMPJEknJQMWvI,spotify:album:0eFHYz8NmK75zSplL5qlfM,spotify:track:4VqPOruhp5EdPBeR92t6lQ,,,,,,,,,,,,,
1507,David Guetta,Shot Me Down (feat. Skylar Grey),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,spotify:album:4i9yM8JoAgeh6ekZjk08U1,spotify:track:7qfwcqfGOkQYtzjF4UzJHM,,,,,,,,,,,,,
1508,Adele,When We Were Young,spotify:artist:4dpARuHxo51G3z768sgnrY,spotify:album:3AvPX1B1HiFROvYjLb5Qwi,spotify:track:7GgWAITsYJaRM3r50rfh5w,,,,,,,,,,,,,
1509,Foster The People,Call It What You Want,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:album:7Kmmw7Z5D2UD5MVwdm10sT,spotify:track:3u1Er1rkjn1oSz1xdZH3ZD,,,,,,,,,,,,,
1511,Katy Perry,Roar,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:album:5yfb59xxLI1Im81ZBuWrM5,spotify:track:4kQhv1wy8Jjh8FjdnKb9Wv,,,,,,,,,,,,,
1512,Ellie Goulding,Burn,spotify:artist:0X2BH1fck6amBIoJhDVmmJ,spotify:album:3KVeczHxWg5YFKb0gS62f2,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,,,,,,,,,,,,,
1513,Grouplove,Tongue Tied,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx,spotify:album:3oylWMc9TTC6Nx4I6U3axc,spotify:track:0GO8y8jQk1PkHzS31d699N,,,,,,,,,,,,,
1514,OMI,Cheerleader Felix Jaehn Remix Radio Edit,spotify:artist:5MouCg6ta7zAxsfMEbc1uh,spotify:album:1QwWTLYn9dntAj7l9FRJwY,spotify:track:023OVLNzXhX0j7CxswUt6D,,,,,,,,,,,,,
1516,Flo Rida,I Cry,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:album:7eLwoxxWs6lfkVYJGkGNbk,spotify:track:4bZd0nRuX8HyjeXAUBczvm,,,,,,,,,,,,,
1517,David Guetta,Where Them Girls At (feat. Nicki Minaj Flo Rida),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,spotify:album:5aprcHwM1KJhaY9Kbxkfkn,spotify:track:63rbP24OzfaQCJjsHWZXnY,,,,,,,,,,,,,
1518,Katy Perry,Teenage Dream,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:album:2eQMC9nJE3f3hCNKlYYHL1,spotify:track:5jzKL4BDMClWqRguW5qZvh,,,,,,,,,,,,,
1520,Claptone,No Eyes,spotify:artist:4mncDFjVLUa3s025Tct3Ry,spotify:album:74FvKkpoMSA8IXT1AW70ZS,spotify:track:55bfXeq8wXtyKQtSZB3KYF,,,,,,,,,,,,,
1521,DJ Snake,You Know You Like It,spotify:artist:540vIaP2JwjQb9dm3aArA4,spotify:album:6mQGo1a9mXHNUSJYwXi9Wd,spotify:track:57kR5SniQIbsbVoIjjOUDa,,,,,,,,,,,,,
1522,Adele,Someone Like You,spotify:artist:4dpARuHxo51G3z768sgnrY,spotify:album:0Lg1uZvI312TPqxNWShFXL,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,,,,,,,,,,,,,
